Liste por grau de consenso.,,,Padrões quebrados identificados.,,✅ Aprovado,[BLOCO 1 — PAINEL DO ACERVO],,Use emojis de tipo:,Use emojis de status:
,Retorno no chat apenas:,,,[BLOCO 4 — PRÓXIMA AÇÃO],⚠️ Alerta,Título seção negrito tamanho 14.,,✅ Boa prática — replicar,✅ Saudável
[BLOCO 4 — DIVERGÊNCIAS],"🟢 AG-GEMINI-EOL-002 | Concluído.
Relatório gravado em EOL_WORKSPACE. [link]",,[BLOCO 5 — RECOMENDAÇÃO EXECUTIVA],Título em negrito.,🔴 Reprovado,3 indicadores destacados:,,⚠️ Atenção — monitorar,⚠️ Atenção — revisar
Título em negrito.,,,Lista priorizada de correções.,UMA única ação recomendada.,,• Total de ativos homologados,,🔴 Erro recorrente — corrigir,🔴 Redundante — eliminar
Pontos onde existem diferenças entre,Proibido salvar fora de EOL_WORKSPACE.,,Responsável sugerido para cada uma.,Responsável e prazo definidos.,[BLOCO 3 — RISCOS E EXPOSIÇÕES],• Ativos em validação,,,
agentes ou registros.,Proibido confirmar sem verificar local.,,,,Título em negrito.,• Ativos em risco de perda,,[BLOCO 3 — PADRÕES IDENTIFICADOS],[BLOCO 3 — DEPENDÊNCIAS CRÍTICAS]
Indique origem de cada divergência.,,,[RODAPÉ — FRAMEWORK 5 CAMADAS],[RODAPÉ — FRAMEWORK 5 CAMADAS],Liste riscos financeiros identificados.,,,Título em negrito.,Título em negrito.
,,,Linha separadora.,Linha separadora.,Para cada risco:,[BLOCO 2 — MATRIZ DE ATIVOS INTELECTUAIS],,Padrões de sucesso e fracasso detectados,Tabela com colunas:
[BLOCO 5 — REGISTROS CONSULTADOS],,,ID ; PR ; DQ ; AT ; DEC,ID ; PR ; DQ ; AT ; DEC,- Origem,Título em negrito.,,nos reports e decisões do ciclo.,COMPONENTE | DEPENDE DE | RISCO
Título em negrito.,,,,,- Impacto estimado,Tabela com colunas:,,Para cada padrão:,Use emojis:
"Lista de pastas, arquivos e reports",,,,PROTOCOLO DE GRAVAÇÃO:,- Medida de proteção recomendada,ID | ATIVO | CATEGORIA | RATING | STATUS,,- Descrição,🔒 Dependência crítica
utilizados nesta análise.,,,PROTOCOLO DE GRAVAÇÃO:,PASSO 1: Crie o documento no Google Drive.,,Use emojis de rating:,,- Frequência,⚠️ Dependência moderada
,,,PASSO 1: Crie o documento no Google Drive.,PASSO 2: Salve dentro de EOL MASTER.,[BLOCO 4 — ALERTAS DE BLINDAGEM],✅ Homologado,,- Impacto no sistema,🟢 Independente
[BLOCO 6 — OBSERVAÇÕES],,,PASSO 2: Salve dentro de EOL MASTER.,PASSO 3: Nomeie exatamente como:,Título em negrito.,⚠️ Em Validação,,,
Limitações da análise.,,,PASSO 3: Nomeie exatamente como:,REP_AG-GEMINI-EOL-005_YYYY-MM-DD,Decisões ou projetos que ameaçam,🔴 Em Risco,,[BLOCO 4 — CONHECIMENTO EM RISCO],[BLOCO 4 — REDUNDÂNCIAS IDENTIFICADAS]
Informações não localizadas.,,,REP_AG-GEMINI-EOL-005_YYYY-MM-DD,PASSO 4: Confirme que o arquivo existe,a sustentabilidade do Grupo EU+.,,,Título em negrito.,Título em negrito.
Lacunas identificadas.,,,PASSO 4: Confirme que o arquivo existe,no Drive antes de encerrar.,Recomendação direta para cada alerta.,[BLOCO 3 — NOVOS ATIVOS IDENTIFICADOS],,Aprendizados ainda dispersos em conversas,Para cada redundância:
,,,no Drive antes de encerrar.,PASSO 5: Copie o link do arquivo gerado.,,Título em negrito.,,ou documentos não estruturados.,- Componentes sobrepostos
[RODAPÉ — FRAMEWORK 5 CAMADAS],,,PASSO 5: Copie o link do arquivo gerado.,,[BLOCO 5 — RECOMENDAÇÃO EXECUTIVA],Conhecimentos detectados nos documentos,,Recomendação de captura para cada um.,- Impacto estrutural
Linha separadora.,,,,SÓ APÓS CONFIRMAÇÃO DA GRAVAÇÃO,1 parágrafo com diretriz patrimonial,do Drive que ainda não estão formalizados.,,,- Recomendação: fundir ou eliminar
ID ; PR ; DQ ; AT ; DEC,,,SÓ APÓS CONFIRMAÇÃO DA GRAVAÇÃO,envie no chat:,para o próximo ciclo.,Para cada um:,,[BLOCO 5 — RECOMENDAÇÕES DE MELHORIA],
,,,envie no chat:,"🟢 AG-GEMINI-EOL-005 | Concluído.
Relatório gravado em EOL MASTER. [link]",,- Nome sugerido,,Título em negrito.,[BLOCO 5 — RECOMENDAÇÕES DE SIMPLIFICAÇÃO]
PROTOCOLO DE GRAVAÇÃO:,,,"🟢 AG-GEMINI-EOL-005 | Concluído.
Relatório gravado em EOL MASTER. [link]",,[RODAPÉ — FRAMEWORK 5 CAMADAS],- Descrição em 1 linha,,Lista priorizada de melhorias sistêmicas,Título em negrito.
PASSO 1: Crie o documento no Google Drive.,,,,ATENÇÃO:,Linha separadora.,- Próximo passo para formalização,,baseadas nos aprendizados do ciclo.,Lista priorizada de simplificações.
PASSO 2: Salve dentro de EOL MASTER.,,,ATENÇÃO:,Gravar no Drive é obrigatório.,ID ; PR ; DQ ; AT ; DEC,,,,Para cada uma:
PASSO 3: Nomeie exatamente como:,,,Gravar no Drive é obrigatório.,Enviar link sem gravar = erro crítico.,,[BLOCO 4 — RISCOS DE PERDA INTELECTUAL],,[BLOCO 6 — RECOMENDAÇÃO EXECUTIVA],- O que simplificar
REP_AG-GEMINI-EOL-001_YYYY-MM-DD,,,Enviar link sem gravar = erro crítico.,Trazer relatório no chat = erro crítico.,PROTOCOLO DE GRAVAÇÃO:,Título em negrito.,,1 parágrafo com foco de aprendizado,- Ganho esperado
PASSO 4: Confirme que o arquivo existe,,,Trazer relatório no chat = erro crítico,,PASSO 1: Crie o documento no Google Drive.,Conhecimentos dispersos em conversas,,sugerido para o próximo ciclo.,- Responsável sugerido
no Drive antes de encerrar.,,,,Retorno no chat apenas:,PASSO 2: Salve dentro de EOL MASTER.,ou documentos não estruturados.,,,
PASSO 5: Copie o link do arquivo gerado.,,,SÓ APÓS CONFIRMAÇÃO DA GRAVAÇÃO,"🟢 AG-GEMINI-EOL-005 | Concluído.
Relatório gravado em EOL MASTER. [link]",PASSO 3: Nomeie exatamente como:,Recomendação de captura para cada um.,,[RODAPÉ — FRAMEWORK 5 CAMADAS],[BLOCO 6 — PARECER ARQUITETURAL]
,,,envie no chat:,,REP_AG-GEMINI-EOL-006_YYYY-MM-DD,,,Linha separadora.,1 parágrafo com avaliação geral
SÓ APÓS CONFIRMAÇÃO DA GRAVAÇÃO,,,"🟢 AG-GEMINI-EOL-004 | Concluído.
Relatório gravado em EOL MASTER. [link]",Proibido gerar relatório no corpo do chat.,PASSO 4: Confirme que o arquivo existe,[BLOCO 5 — RECOMENDAÇÃO EXECUTIVA],,ID ; PR ; DQ ; AT ; DEC,da saúde estrutural do EOL.
envie no chat:,,,,,no Drive antes de encerrar.,1 parágrafo com prioridade de formalização,,,
"🟢 AG-GEMINI-EOL-001 | Concluído.
Briefing gravado em EOL MASTER. [link]",,,ATENÇÃO:,,PASSO 5: Copie o link do arquivo gerado.,para o próximo ciclo.,,PROTOCOLO DE GRAVAÇÃO:,[RODAPÉ — FRAMEWORK 5 CAMADAS]
,,,Gravar no Drive é obrigatório.,,,,,PASSO 1: Crie o documento no Google Drive.,Linha separadora.
ATENÇÃO:,,,Enviar link sem gravar = erro crítico.,,SÓ APÓS CONFIRMAÇÃO DA GRAVAÇÃO,[RODAPÉ — FRAMEWORK 5 CAMADAS],,PASSO 2: Salve dentro de EOL MASTER.,ID ; PR ; DQ ; AT ; DEC
Gravar no Drive é obrigatório.,,,Trazer relatório no chat = erro crítico.,,envie no chat:,Linha separadora.,,PASSO 3: Nomeie exatamente como:,
Enviar link sem gravar = erro crítico.,,,,,"🟢 AG-GEMINI-EOL-006 | Concluído.
Relatório gravado em EOL MASTER. [link]",ID ; PR ; DQ ; AT ; DEC,,REP_AG-GEMINI-EOL-009_YYYY-MM-DD,PROTOCOLO DE GRAVAÇÃO:
Trazer relatório no chat = erro crítico.,,,,,,,,PASSO 4: Confirme que o arquivo existe,PASSO 1: Crie o documento no Google Drive.
,,,,,ATENÇÃO:,PROTOCOLO DE GRAVAÇÃO:,,no Drive antes de encerrar.,PASSO 2: Salve dentro de EOL MASTER.
,,,,,Gravar no Drive é obrigatório.,PASSO 1: Crie o documento no Google Drive.,,PASSO 5: Copie o link do arquivo gerado.,PASSO 3: Nomeie exatamente como:
,,,,,Enviar link sem gravar = erro crítico.,PASSO 2: Salve dentro de EOL MASTER.,,,REP_AG-GEMINI-EOL-010_YYYY-MM-DD
,,,,,Trazer relatório no chat = erro crítico.,PASSO 3: Nomeie exatamente como:,,SÓ APÓS CONFIRMAÇÃO DA GRAVAÇÃO,PASSO 4: Confirme que o arquivo existe
,,,,,,REP_AG-GEMINI-EOL-007_YYYY-MM-DD,,envie no chat:,no Drive antes de encerrar.
,,,,,,PASSO 4: Confirme que o arquivo existe,,"🟢 AG-GEMINI-EOL-009 | Concluído.
Relatório gravado em EOL MASTER. [link]",PASSO 5: Copie o link do arquivo gerado.
,,,,,,no Drive antes de encerrar.,,,
,,,,,,PASSO 5: Copie o link do arquivo gerado.,,ATENÇÃO:,SÓ APÓS CONFIRMAÇÃO DA GRAVAÇÃO
,,,,,,,,Gravar no Drive é obrigatório.,envie no chat:
,,,,,,SÓ APÓS CONFIRMAÇÃO DA GRAVAÇÃO,,Enviar link sem gravar = erro crítico.,"🟢 AG-GEMINI-EOL-010 | Concluído.
Relatório gravado em EOL MASTER. [link]"
,,,,,,envie no chat:,,Trazer relatório no chat = erro crítico.,
,,,,,,"🟢 AG-GEMINI-EOL-007 | Concluído.
Relatório gravado em EOL MASTER. [link]",,,ATENÇÃO:
,,,,,,,,,Gravar no Drive é obrigatório.
,,,,,,ATENÇÃO:,,,Enviar link sem gravar = erro crítico.
,,,,,,Gravar no Drive é obrigatório.,,,Trazer relatório no chat = erro crítico.
,,,,,,Enviar link sem gravar = erro crítico.,,,
,,,,,,Trazer relatório no chat = erro crítico.,,,
